entrez_id	chr	symbol
1424	chr2	CRYGGP
1427	chr3	CRYGS
1428	chr16	CRYM
1429	chr1	CRYZ
1430	chr7	CRYZP1
1431	chr12	CS
1432	chr6	MAPK14
1433	chr1	CSE
1434	chr20	CSE1L
1435	chr1	CSF1
1436	chr5	CSF1R
1437	chr5	CSF2
1438	chrX|Y	CSF2RA
1439	chr22	CSF2RB
1440	chr17	CSF3
1441	chr1	CSF3R
1442	chr17	CSH1
1443	chr17	CSH2
1444	chr17	CSHL1
1445	chr15	CSK
1446	chr4	CSN1S1
1447	chr4	CSN2
1448	chr4	CSN3
1452	chr5	CSNK1A1
1453	chr17	CSNK1D
1454	chr22	CSNK1E
1455	chr19	CSNK1G2
1456	chr5	CSNK1G3
1457	chr20	CSNK2A1
1459	chr16	CSNK2A2
1460	chr6	CSNK2B
1462	chr5	VCAN
1463	chr19	NCAN
1464	chr15	CSPG4
1465	chr1	CSRP1
1466	chr12	CSRP2
1467	chr3	CSRP2P1
1468	chr17	SLC25A10
1469	chr20	CST1
1470	chr20	CST2
1471	chr20	CST3
1472	chr20	CST4
1473	chr20	CST5
1474	chr11	CST6
1475	chr3	CSTA
1476	chr21	CSTB
1477	chr20	CSTF1
1478	chrX	CSTF2
1479	chr11	CSTF3
1480	chr20	CSTP1
1481	chr20	CSTP2
1482	chr5	NKX2-5
1483	chr14	CTAA1
1484	chr17	CTAA2
1485	chrX	CTAG1B
1486	chr1	CTBS
1487	chr4	CTBP1
1488	chr10	CTBP2
1489	chr16	CTF1
1490	chr6	CTGF
1491	chr1	CTH
1493	chr2	CTLA4
1495	chr5	CTNNA1
1496	chr2	CTNNA2
1497	chr17	CTNS
1498	chr5	CTNNA1P1
1499	chr3	CTNNB1
1500	chr11	CTNND1
1501	chr5	CTNND2
1503	chr1	CTPS1
1504	chr16	CTRB1
1506	chr16	CTRL
1508	chr8	CTSB
1509	chr11	CTSD
1510	chr1	CTSE
1511	chr14	CTSG
1512	chr15	CTSH
1513	chr1	CTSK
1514	chr9	CTSL
1515	chr9	CTSV
1517	chr10	CTSLP2
1518	chr9	CTSLP8
1519	chr4	CTSO
1520	chr1	CTSS
1521	chr11	CTSW
1522	chr20	CTSZ
1523	chr7	CUX1
1524	chr3	CX3CR1
1525	chr21	CXADR
1526	chr19	CXB3S
1527	chrX	TEX28
1528	chr18	CYB5A
1531	chr14	CYB5AP3
1532	chr20	CYB5AP4
1534	chr17	CYB561
1535	chr16	CYBA
1536	chrX	CYBB
1537	chr8	CYC1
1538	chrX	CYLC1
1539	chr9	CYLC2
1540	chr16	CYLD
1541	chr7	CYMD
1543	chr15	CYP1A1
1544	chr15	CYP1A2
1545	chr2	CYP1B1
1548	chr19	CYP2A6
1549	chr19	CYP2A7
1550	chr19	CYP2A7P1
1551	chr7	CYP3A7
1553	chr19	CYP2A13
1555	chr19	CYP2B6
1556	chr19	CYP2B7P
1557	chr10	CYP2C19
1558	chr10	CYP2C8
1559	chr10	CYP2C9
1562	chr10	CYP2C18
1564	chr22	CYP2D7
1565	chr22	CYP2D6
1566	chr22	CYP2D7BP
1568	chr22	CYP2D8P
1571	chr10	CYP2E1
1572	chr19	CYP2F1
1573	chr1	CYP2J2
1576	chr7	CYP3A4
1577	chr7	CYP3A5
1578	chr7	CYP3A51P
1579	chr1	CYP4A11
1580	chr1	CYP4B1
1581	chr8	CYP7A1
1582	chr3	CYP8B1
1583	chr15	CYP11A1
1584	chr8	CYP11B1
1585	chr8	CYP11B2
1586	chr10	CYP17A1
1587	chr8	ADAM3A
1588	chr15	CYP19A1
1589	chr6	CYP21A2
1590	chr6	CYP21A1P
1591	chr20	CYP24A1
1592	chr10	CYP26A1
1593	chr2	CYP27A1
1594	chr12	CYP27B1
1595	chr7	CYP51A1
1596	chr16	ADAM3B
1600	chr1	DAB1
1601	chr5	DAB2
1602	chr13	DACH1
1603	chr14	DAD1
1604	chr1	CD55
1605	chr3	DAG1
1606	chr12	DGKA
1607	chr7	DGKB
1608	chr3	DGKG
1609	chr4	DGKQ
1610	chr12	DAO
1611	chr5	DAP
1612	chr9	DAPK1
1613	chr19	DAPK3
1615	chr2	DARS
1616	chr6	DAXX
1617	chrY	DAZ1
1618	chr3	DAZL
1620	chr9	BRINP1
1621	chr9	DBH
1622	chr2	DBI
1623	chr5	DBIP2
1624	chr6	DBIP1
1627	chr5	DBN1
1628	chr19	DBP
1629	chr1	DBT
1630	chr18	DCC
1632	chr16	ECI1
1633	chr4	DCK
1634	chr12	DCN
1635	chr4	DCTD
1636	chr17	ACE
1637	chr21	DCR
1638	chr13	DCT
1639	chr2	DCTN1
1641	chrX	DCX
1642	chr11	DDB1
1643	chr11	DDB2
1644	chr7	DDC
1645	chr10	AKR1C1
1646	chr10	AKR1C2
1647	chr1	GADD45A
1648	chr12	GADD45AP1
1649	chr12	DDIT3
1650	chr1	DDOST
1652	chr22	DDT
1653	chr2	DDX1
1654	chrX	DDX3X
1655	chr17	DDX5
1656	chr11	DDX6
1657	chr5	DMXL1
1659	chr17	DHX8
1660	chr1	DHX9
1661	chr13	DHX9P1
1662	chr11	DDX10
1663	chr12	DDX11
1665	chr4	DHX15
1666	chr8	DECR1
1667	chr8	DEFA1
1668	chr8	DEFA3
1669	chr8	DEFA4
1670	chr8	DEFA5
1671	chr8	DEFA6
1672	chr8	DEFB1
1673	chr8	DEFB4A
1674	chr2	DES
1675	chr19	CFD
1676	chr1	DFFA
1677	chr1	DFFB
1678	chrX	TIMM8A
1680	chrX	DFNX3
1681	chr-	DFN5
1684	chr-	DFN8
1687	chr7	DFNA5
1689	chr1	DFNA7
1690	chr14	COCH
1694	chr2	DFNA16
1696	chr10	DFNA19
1697	chr14	DFNB5
1705	chr7	DFNB13
1706	chr7	DFNB14
1709	chr7	DFNB17
1712	chr18	DFNB19
1713	chr11	DFNB20
1714	chr22	DGCR
1716	chr2	DGUOK
1717	chr11	DHCR7
1718	chr1	DHCR24
1719	chr5	DHFR
1720	chr2	DHFRP3
1723	chr16	DHODH
1725	chr19	DHPS
1727	chr22	CYB5R3
1728	chr16	NQO1
1729	chr5	DIAPH1
1730	chrX	DIAPH2
1731	chr16	SEPT1
1732	chr15	DIH1
1733	chr1	DIO1
1734	chr14	DIO2
1735	chr14	DIO3
1736	chrX	DKC1
1737	chr11	DLAT
1738	chr7	DLD
1739	chr3	DLG1
1740	chr11	DLG2
1741	chrX	DLG3
1742	chr17	DLG4
1743	chr14	DLST
1744	chr1	DLSTP1
1745	chr2	DLX1
1746	chr2	DLX2
1747	chr17	DLX3
1748	chr17	DLX4
1749	chr7	DLX5
1750	chr7	DLX6
1755	chr10	DMBT1
1756	chrX	DMD
1757	chr9	SARDH
1758	chr4	DMP1
1759	chr9	DNM1
1760	chr19	DMPK
1761	chr9	DMRT1
1762	chr19	DMWD
1763	chr10	DNA2
1767	chr5	DNAH5
1768	chr2	DNAH6
1769	chr6	DNAH8
1770	chr17	DNAH9
1773	chr16	DNASE1
1774	chrX	DNASE1L1
1775	chr16	DNASE1L2
1776	chr3	DNASE1L3
1777	chr19	DNASE2
1778	chr14	DYNC1H1
1780	chr7	DYNC1I1
1781	chr2	DYNC1I2
1783	chr16	DYNC1LI2
1784	chr9	DNCM
1785	chr19	DNM2
1786	chr19	DNMT1
1787	chr10	TRDMT1
1788	chr2	DNMT3A
1789	chr20	DNMT3B
1791	chr10	DNTT
1793	chr10	DOCK1
1794	chr5	DOCK2
1795	chr3	DOCK3
1796	chr2	DOK1
1797	chr6	DXO
1798	chr11	DPAGT1
1800	chr16	DPEP1
1801	chr17	DPH1
1802	chr1	DPH2
1803	chr2	DPP4
1804	chr7	DPP6
1805	chr1	DPT
1806	chr1	DPYD
1807	chr8	DPYS
1808	chr8	DPYSL2
1809	chr5	DPYSL3
1810	chr1	DR1
1811	chr7	SLC26A3
1812	chr5	DRD1
1813	chr11	DRD2
1814	chr3	DRD3
1815	chr11	DRD4
1816	chr4	DRD5
1817	chr2	DRD5P1
1818	chr1	DRD5P2
1819	chr17	DRG2
1820	chr19	ARID3A
1821	chrX	DRP2
1822	chr12	ATN1
1823	chr18	DSC1
1824	chr18	DSC2
1825	chr18	DSC3
1826	chr21	DSCAM
1827	chr21	RCAN1
1828	chr18	DSG1
1829	chr18	DSG2
1830	chr18	DSG3
1831	chrX	TSC22D3
1832	chr6	DSP
1833	chr12	EPYC
1834	chr4	DSPP
1836	chr5	SLC26A2
1837	chr18	DTNA
1838	chr2	DTNB
1839	chr5	HBEGF
1840	chr12	DTX1
1841	chr2	DTYMK
1842	chr9	ECM2
1843	chr5	DUSP1
1844	chr2	DUSP2
1845	chr17	DUSP3
1846	chr8	DUSP4
1847	chr10	DUSP5
1848	chr12	DUSP6
1849	chr3	DUSP7
1850	chr11	DUSP8
1852	chrX	DUSP9
1854	chr15	DUT
1855	chr1	DVL1
1856	chr17	DVL2
1857	chr3	DVL3
1858	chr3	DWS
1859	chr21	DYRK1A
1861	chr9	TOR1A
1862	chr-	DYT2
1866	chr18	DYT7
1867	chr15	DYX1
1869	chr20	E2F1
1870	chr1	E2F2
1871	chr6	E2F3
1872	chr17	E2F3P1
1874	chr16	E2F4
1875	chr8	E2F5
1876	chr2	E2F6
1877	chr16	E4F1
1878	chr19	E11S
1879	chr5	EBF1
1880	chr13	GPR183
1881	chrX	EBM
1884	chr-	EBR3
1885	chr-	EBR4
1888	chr1	EBVS1
1889	chr1	ECE1
1890	chr22	TYMP
1891	chr19	ECH1
1892	chr10	ECHS1
1893	chr1	ECM1
1894	chr3	ECT2
1896	chrX	EDA
1901	chr1	S1PR1
1902	chr9	LPAR1
1903	chr9	S1PR3
1906	chr6	EDN1
1907	chr1	EDN2
1908	chr20	EDN3
1909	chr4	EDNRA
1910	chr13	EDNRB
1911	chr12	PHC1
1912	chr1	PHC2
1913	chr7	EEC1
1914	chr19	EEC2
1915	chr6	EEF1A1
1917	chr20	EEF1A2
1918	chr17	EEF1A1P43
1932	chr15	EEF1B2P1
1933	chr2	EEF1B2
1934	chr5	EEF1B2P2
1936	chr8	EEF1D
1937	chr11	EEF1G
1938	chr19	EEF2
1939	chr1	EIF2D
1940	chr20	EEGV1
1942	chr1	EFNA1
1943	chr19	EFNA2
1944	chr1	EFNA3
1945	chr1	EFNA4
1946	chr5	EFNA5
1947	chrX	EFNB1
1948	chr13	EFNB2
1949	chr17	EFNB3
1950	chr4	EGF
1951	chr3	CELSR3
1952	chr1	CELSR2
1953	chr1	MEGF6
1954	chr19	MEGF8
1955	chr9	MEGF9
1956	chr7	EGFR
1957	chr8	EGI
1958	chr5	EGR1
1959	chr10	EGR2
1960	chr8	EGR3
1961	chr2	EGR4
1962	chr3	EHHADH
1964	chrX	EIF1AX
1965	chr14	EIF2S1
1967	chr12	EIF2B1
1968	chrX	EIF2S3
1969	chr1	EPHA2
1973	chr17	EIF4A1
1974	chr3	EIF4A2
1975	chr12	EIF4B
1977	chr4	EIF4E
1978	chr8	EIF4EBP1
1979	chr10	EIF4EBP2
1980	chr20	EIF4EP1
1981	chr3	EIF4G1
1982	chr11	EIF4G2
1983	chr14	EIF5
1984	chr17	EIF5A
1986	chr17	EIF5AP2
1987	chr19	EIF5AP3
1990	chr12	CELA1
1991	chr19	ELANE
1992	chr6	SERPINB1
1993	chr9	ELAVL2
1994	chr19	ELAVL1
1995	chr19	ELAVL3
1996	chr1	ELAVL4
1997	chr13	ELF1
1998	chr4	ELF2
1999	chr1	ELF3
2000	chrX	ELF4
2001	chr11	ELF5
2002	chrX	ELK1
2003	chr14	ELK2AP
2004	chr12	ELK3
2005	chr1	ELK4
2006	chr7	ELN
2009	chr14	EML1
2010	chrX	EMD
2011	chr11	MARK2
2012	chr12	EMP1
2013	chr16	EMP2
2014	chr19	EMP3
2015	chr19	ADGRE1
2016	chr2	EMX1
2017	chr11	CTTN
2018	chr10	EMX2
2019	chr2	EN1
2020	chr7	EN2
2021	chr9	ENDOG
2022	chr9	ENG
2023	chr1	ENO1
2025	chr1	ENO1P1
2026	chr12	ENO2
2027	chr17	ENO3
2028	chr4	ENPEP
2029	chr1	ENSA
2030	chr6	SLC29A1
2031	chr13	ENUR1
2032	chr12	ENUR2
2033	chr22	EP300
2034	chr2	EPAS1
2035	chr1	EPB41
2036	chr20	EPB41L1
2037	chr6	EPB41L2
2038	chr15	EPB42
2039	chr8	DMTN
2040	chr9	STOM
2041	chr7	EPHA1
2042	chr3	EPHA3
2043	chr2	EPHA4
2044	chr4	EPHA5
2045	chr6	EPHA7
2046	chr1	EPHA8
2047	chr3	EPHB1
2048	chr1	EPHB2
2049	chr3	EPHB3
2050	chr7	EPHB4
2051	chr7	EPHB6
2052	chr1	EPHX1
2053	chr8	EPHX2
2054	chr12	STX2
2055	chr8	CLN8
2056	chr7	EPO
2057	chr19	EPOR
2058	chr1	EPRS
2059	chr12	EPS8
2060	chr1	EPS15
2063	chr19	NR2F6
2064	chr17	ERBB2
2065	chr12	ERBB3
2066	chr2	ERBB4
2067	chr19	ERCC1
2068	chr19	ERCC2
2069	chr4	EREG
2070	chr6	EYA4
2071	chr2	ERCC3
2072	chr16	ERCC4
2073	chr13	ERCC5
2074	chr10	ERCC6
2076	chr3	ERCM1
2077	chr19	ERF
2078	chr21	ERG
2079	chr14	ERH
2081	chr17	ERN1
2086	chr7	ERV3-1
2090	chr11	ESA4
2091	chr19	FBL
2096	chr14	ESAT
2097	chr16	ESB3
2098	chr13	ESD
2099	chr6	ESR1
2100	chr14	ESR2
2101	chr11	ESRRA
2103	chr14	ESRRB
2104	chr1	ESRRG
2107	chr5	ETF1
2108	chr15	ETFA
2109	chr19	ETFB
2110	chr4	ETFDH
2112	chr2	ETM2
2113	chr11	ETS1
2114	chr21	ETS2
2115	chr7	ETV1
2116	chr19	ETV2
2117	chr1	ETV3
2118	chr17	ETV4
2119	chr3	ETV5
2120	chr12	ETV6
2121	chr4	EVC
2122	chr3	MECOM
2123	chr17	EVI2A
2124	chr17	EVI2B
2125	chr17	EVPL
2128	chr7	EVX1
2130	chr22	EWSR1
2131	chr8	EXT1
2132	chr11	EXT2
2133	chr19	EXT3
2134	chr1	EXTL1
2135	chr1	EXTL2
2137	chr8	EXTL3
2138	chr8	EYA1
2139	chr20	EYA2
2140	chr1	EYA3
2141	chr19	EYCL1
2145	chr17	EZH1
2146	chr7	EZH2
2147	chr11	F2
2149	chr5	F2R
2150	chr5	F2RL1
2151	chr5	F2RL2
2152	chr1	F3
2153	chr1	F5
2155	chr13	F7
2156	chr8	F7R
2157	chrX	F8
2158	chrX	F9
2159	chr13	F10
2160	chr4	F11
2161	chr5	F12
2162	chr6	F13A1
2165	chr1	F13B
2166	chr1	FAAH
2167	chr8	FABP4
2168	chr2	FABP1
2169	chr4	FABP2
2170	chr1	FABP3
2171	chr8	FABP5
2172	chr5	FABP6
2173	chr6	FABP7
2175	chr16	FANCA
2176	chr9	FANCC
2177	chr3	FANCD2
2178	chr6	FANCE
2180	chr4	ACSL1
2181	chr2	ACSL3
2182	chrX	ACSL4
2184	chr15	FAH
2185	chr8	PTK2B
2186	chr17	BPTF
2187	chrX	FANCB
2188	chr11	FANCF
2189	chr9	FANCG
2191	chr2	FAP
2192	chr22	FBLN1
2193	chr19	FARSA
2194	chr17	FASN
2195	chr4	FAT1
2196	chr5	FAT2
2197	chr11	FAU
2199	chr3	FBLN2
2200	chr15	FBN1
2201	chr5	FBN2
2202	chr2	EFEMP1
2203	chr9	FBP1
2204	chr19	FCAR
2205	chr1	FCER1A
2206	chr11	MS4A2
2207	chr1	FCER1G
2208	chr19	FCER2
2209	chr1	FCGR1A
2210	chr1	FCGR1B
2212	chr1	FCGR2A
2213	chr1	FCGR2B
2214	chr1	FCGR3A
2215	chr1	FCGR3B
2216	chr21	FDX1P2
2217	chr19	FCGRT
2218	chr9	FKTN
2219	chr9	FCN1
2220	chr9	FCN2
2221	chrX	FCP1
2222	chr8	FDFT1
2224	chr1	FDPS
2227	chr14	FDPSP3
2228	chr15	FDPSP4
2229	chrX	FDPSP5
2230	chr11	FDX1
2231	chr20	FDX1P1
2232	chr17	FDXR
2233	chr8	FEB1
2234	chr19	FEB2
2235	chr18	FECH
2236	chr3	FECHP1
2237	chr11	FEN1
2239	chrX	GPC4
2241	chr5	FER
2242	chr15	FES
2243	chr4	FGA
2244	chr4	FGB
2245	chrX	FGD1
2246	chr5	FGF1
2247	chr4	FGF2
2248	chr11	FGF3
2249	chr11	FGF4
2250	chr4	FGF5
2251	chr12	FGF6
2252	chr15	FGF7
2253	chr10	FGF8
2254	chr13	FGF9
2255	chr5	FGF10
2256	chr17	FGF11
2257	chr3	FGF12
2258	chrX	FGF13
2259	chr13	FGF14
2260	chr8	FGFR1
2261	chr4	FGFR3
2262	chr13	GPC5
2263	chr10	FGFR2
2264	chr5	FGFR4
2266	chr4	FGG
2267	chr8	FGL1
2268	chr1	FGR
2270	chrX	FGS2
2271	chr1	FH
2272	chr3	FHIT
2273	chrX	FHL1
2274	chr2	FHL2
2275	chr1	FHL3
2277	chrX	VEGFD
2278	chr6	FIM1
2279	chr3	FIM3
2280	chr20	FKBP1A
2281	chr2	FKBP1B
2282	chr19	FKBP1AP1
2283	chr15	FKBP1AP2
2284	chr13	FKBP1AP3
2285	chr3	FKBP1AP4
2286	chr11	FKBP2
2287	chr14	FKBP3
2288	chr12	FKBP4
2289	chr6	FKBP5
2290	chr14	FOXG1
2294	chr16	FOXF1
2295	chr6	FOXF2
2296	chr6	FOXC1
2297	chr5	FOXD1
2298	chr9	FOXD4
2299	chr5	FOXI1
2300	chr16	FOXL1
2301	chr1	FOXE3
2302	chr17	FOXJ1
2303	chr16	FOXC2
2304	chr9	FOXE1
2305	chr12	FOXM1
2306	chr1	FOXD2
2307	chr20	FOXS1
2308	chr13	FOXO1
2309	chr6	FOXO3
2310	chr17	FOXO3B
2311	chr5	FOXO1B
2312	chr1	FLG
2313	chr11	FLI1
2314	chr17	FLII
2315	chr9	MLANA
2316	chrX	FLNA
2317	chr3	FLNB
2318	chr7	FLNC
2319	chr17	FLOT2
2321	chr13	FLT1
2322	chr13	FLT3
2323	chr19	FLT3LG
2324	chr5	FLT4
2326	chr1	FMO1
2327	chr1	FMO2
2328	chr1	FMO3
2329	chr1	FMO4
2330	chr1	FMO5
2331	chr1	FMOD
2332	chrX	FMR1
2334	chrX	AFF2
2335	chr2	FN1
2339	chr8	FNTA
2341	chr13	FNTAP2
2342	chr14	FNTB
2346	chr11	FOLH1
2348	chr11	FOLR1
2350	chr11	FOLR2
2352	chr11	FOLR3
2353	chr14	FOS
2354	chr19	FOSB
2355	chr2	FOSL2
2356	chr9	FPGS
2357	chr19	FPR1
2358	chr19	FPR2
2359	chr19	FPR3
2360	chr1	FRA1A
2361	chr1	FRA1B
2362	chr1	FRA1C
2363	chr1	FRA1D
2364	chr1	FRA1E
2365	chr1	FRA1F
2366	chr1	FRA1G
2367	chr1	FRA1H
2368	chr1	FRA1I
2369	chr1	FRA1J
2370	chr1	FRA1K
2371	chr1	FRA1L
2372	chr1	FRA1M
2373	chr2	FRA2A
2374	chr2	FRA2B
2375	chr2	FRA2C
2376	chr2	FRA2D
2377	chr2	FRA2E
2378	chr2	FRA2F
2379	chr2	FRA2G
2380	chr2	FRA2H
2381	chr2	FRA2I
2382	chr2	FRA2J
2383	chr2	FRA2K
2384	chr3	FRA3A
2386	chr3	FRA3C
2387	chr3	FRA3D
2388	chr4	FRA4A
2389	chr4	FRA4B
2390	chr4	FRA4C
2391	chr4	FRA4D
2393	chr5	FRA5A
2394	chr5	FRA5B
2395	chr9	FXN
2396	chr5	FRA5C
2397	chr5	FRA5D
2398	chr5	FRA5E
2399	chr5	FRA5F
2400	chr5	FRA5G
2401	chr6	FRA6A
2402	chr6	FRA6B
2403	chr6	FRA6C
2404	chr6	FRA6D
2405	chr6	FRA6E
2406	chr6	FRA6F
2407	chr6	FRA6G
2408	chr7	FRA7A
2409	chr7	FRA7B
2410	chr7	FRA7C
2411	chr7	FRA7D
2412	chr7	FRA7E
2413	chr7	FRA7F
2414	chr7	FRA7G
2415	chr7	FRA7H
2416	chr7	FRA7I
2417	chr7	FRA7J
2418	chr8	FRA8A
2419	chr8	FRA8B
2420	chr9	FRDA2
2421	chr8	FRA8C
2422	chr8	FRA8D
2423	chr8	FRA8E
2425	chr9	FRA9A
2426	chr9	FRA9B
2427	chr9	FRA9C
2428	chr9	FRA9D
2429	chr9	FRA9E
2430	chr9	FRA9F
2431	chr10	FRA10A
2432	chr10	FRA10B
2433	chr10	FRA10C
2434	chr10	FRA10D
2435	chr10	FRA10E
2436	chr10	FRA10F
2437	chr10	FRA10G
2438	chr11	FRA11A
2440	chr11	FRA11C
2441	chr11	FRA11D
2442	chr11	FRA11E
2443	chr11	FRA11F
2444	chr6	FRK
2445	chr11	FRA11G
2446	chr11	FRA11H
2447	chr11	FRA11I
2448	chr12	FRA12A
2449	chr12	FRA12B
2450	chr12	FRA12C
2451	chr12	FRA12D
2452	chr12	FRA12E
2453	chr13	FRA13A
2454	chr13	FRA13B
2455	chr13	FRA13C
2456	chr13	FRA13D
2457	chr14	FRA14B
2458	chr14	FRA14C
2459	chr15	FRA15A
2460	chr16	FRA16A
2461	chr16	FRA16B
2462	chr16	FRA16C
2463	chr16	FRA16D
2464	chr16	FRA16E
2465	chr17	FRA17A
2466	chr17	FRA17B
2467	chr18	FRA18A
2468	chr18	FRA18B
2469	chr19	FRA19A
2470	chr19	FRA19B
2471	chr20	FRA20A
2472	chr20	FRA20B
2473	chr22	FRA22A
2474	chr22	FRA22B
2475	chr1	MTOR
2477	chrX	FRAXA
2478	chrX	FRAXB
2479	chrX	FRAXC
2480	chrX	FRAXD
2481	chrX	FRAXE
2483	chr4	FRG1
2487	chr2	FRZB
2488	chr11	FSHB
2489	chr4	FSHMD1A
2490	chr-	FSHMD1B
2491	chrX	CENPI
2492	chr2	FSHR
2494	chr1	NR5A2
2495	chr11	FTH1
2496	chr1	FTH1P1
2497	chr1	FTH1P2
2498	chr2	FTH1P3
2499	chr3	FTH1P4
2500	chr13	FTH1P7
2501	chrX	FTH1P8
2502	chr5	FTH1P10
2503	chr8	FTH1P11
2504	chr9	FTH1P12
2507	chr6	FTH1P15
2508	chr11	FTH1P16
2509	chr6	FTH1P5
2510	chr4	FTH1P21
2512	chr19	FTL
2515	chr8	ADAM2
2516	chr9	NR5A1
2517	chr1	FUCA1
2518	chr2	FUCA1P1
2519	chr6	FUCA2
2520	chr17	GAST
2521	chr16	FUS
2522	chr10	FUSE
2523	chr19	FUT1
2524	chr19	FUT2
2525	chr19	FUT3
2526	chr11	FUT4
2527	chr19	FUT5
2528	chr19	FUT6
2529	chr9	FUT7
2530	chr14	FUT8
2531	chr18	KDSR
2532	chr1	ACKR1
2533	chr5	FYB
2534	chr6	FYN
2535	chr17	FZD2
2537	chr1	IFI6
2538	chr17	G6PC
2539	chrX	G6PD
2541	chr-	G6PR
2542	chr11	SLC37A4
2543	chrX	GAGE1
2547	chr22	XRCC6
2548	chr17	GAA
2549	chr4	GAB1
2550	chr6	GABBR1
2551	chr21	GABPA
2553	chr15	GABPB1
2554	chr5	GABRA1
2555	chr4	GABRA2
2556	chrX	GABRA3
2557	chr4	GABRA4
2558	chr15	GABRA5
2559	chr5	GABRA6
2560	chr4	GABRB1
2561	chr5	GABRB2
2562	chr15	GABRB3
2563	chr1	GABRD
2564	chrX	GABRE
2565	chr4	GABRG1
2566	chr5	GABRG2
2567	chr15	GABRG3
2568	chr5	GABRP
2569	chr6	GABRR1
2570	chr6	GABRR2
2571	chr2	GAD1
2572	chr10	GAD2
2574	chrX	GAGE2C
2575	chrX	GAGE3
2576	chrX	GAGE4
2577	chrX	GAGE5
2578	chrX	GAGE6
2579	chrX	GAGE7
2580	chr4	GAK
2581	chr14	GALC
2582	chr1	GALE
2583	chr12	B4GALNT1
2584	chr17	GALK1
2585	chr15	GALK2
2587	chr18	GALR1
2588	chr16	GALNS
2589	chr18	GALNT1
2590	chr1	GALNT2
2591	chr2	GALNT3
2592	chr9	GALT
2593	chr19	GAMT
2595	chr15	GANC
2596	chr3	GAP43
2597	chr12	GAPDH
2601	chr4	GAPDHP60
2609	chrX	GAPDHP67
2611	chr13	GAPDHP69
2613	chr5	GAPDHP71
2615	chr11	LRRC32
2616	chrX	GAPDHP1
2617	chr7	GARS
2618	chr21	GART
2619	chr9	GAS1
2620	chr11	GAS2
2621	chr13	GAS6
2622	chr16	GAS8
2623	chrX	GATA1
2624	chr3	GATA2
2625	chr10	GATA3
2626	chr8	GATA4
2627	chr18	GATA6
2628	chr15	GATM
2629	chr1	GBA
2630	chr1	GBAP1
2631	chr7	GBAS
2632	chr3	GBE1
2633	chr1	GBP1
2634	chr1	GBP2
2635	chr1	GBP3
2636	chr7	GBX1
2637	chr2	GBX2
2638	chr4	GC
2639	chr19	GCDH
2641	chr2	GCG
2642	chr17	GCGR
2643	chr14	GCH1
2644	chr15	GCHFR
2645	chr7	GCK
2646	chr2	GCKR
2647	chr12	BLOC1S1
2648	chr17	KAT2A
2649	chr9	NR6A1
2650	chr9	GCNT1
2651	chr6	GCNT2
2652	chrX	OPN1MW
2653	chr16	GCSH
2656	chrY	GCY
2657	chr19	GDF1
2658	chr10	GDF2
2660	chr2	MSTN
2661	chr5	GDF9
2662	chr10	GDF10
2664	chrX	GDI1
2665	chr10	GDI2
2667	chr7	GDI2P1
2668	chr5	GDNF
2669	chr8	GEM
2670	chr17	GFAP
2671	chr16	GFER
2672	chr1	GFI1
2673	chr2	GFPT1
2674	chr10	GFRA1
2675	chr8	GFRA2
2676	chr5	GFRA3
2677	chr2	GGCX
2678	chr22	GGT1
2679	chr22	GGT3P
2681	chr9	GGTA1P
2683	chr9	B4GALT1
2686	chr20	GGT7
2687	chr22	GGT5
2688	chr17	GH1
2689	chr17	GH2
2690	chr5	GHR
2691	chr20	GHRH
2692	chr7	GHRHR
2693	chr3	GHSR
2694	chr11	GIF
2695	chr17	GIP
2696	chr19	GIPR
2697	chr6	GJA1
2698	chr5	GJA1P1
2700	chr13	GJA3
2701	chr1	GJA4
2702	chr1	GJA5
2703	chr1	GJA8
2705	chrX	GJB1
2706	chr13	GJB2
2707	chr1	GJB3
2709	chr1	GJB5
2710	chrX	GK
2712	chr4	GK2
2713	chr4	GK3P
2716	chrX	GK4P
2717	chrX	GLA
2719	chrX	GPC3
2720	chr3	GLB1
2722	chr2	GLC1B
2723	chr3	GLC1C
2724	chr8	GLC1D
2727	chr-	GLC2A
2728	chr1	GLC3B
2729	chr6	GCLC
2730	chr1	GCLM
2731	chr9	GLDC
2732	chr4	GLDCP1
2733	chr9	GLE1
2734	chr16	GLG1
2735	chr12	GLI1
2736	chr2	GLI2
2737	chr7	GLI3
2738	chr8	GLI4
2739	chr6	GLO1
2740	chr6	GLP1R
2741	chr5	GLRA1
2742	chrX	GLRA2
2743	chr4	GLRB
2744	chr2	GLS
2745	chr5	GLRX
2746	chr10	GLUD1
2747	chrX	GLUD2
2748	chr10	LOC2748
2749	chr10	GLUD1P3
2750	chr18	GLUD1P4
2751	chr10	GLUD1P5
2752	chr1	GLUL
2753	chr5	GLULP1
2754	chr11	GLULP2
2757	chr8	GLYB
2759	chr6	GLYS1
2760	chr5	GM2A
2761	chr3	GM2AP1
2762	chr6	GMDS
2763	chr-	GMFA
2764	chr14	GMFB
2765	chr8	GML
2766	chr6	GMPR
2767	chr19	GNA11
2768	chr7	GNA12
2769	chr19	GNA15
2770	chr7	GNAI1
2771	chr3	GNAI2
2772	chr12	GNAI2P1
2773	chr1	GNAI3
2774	chr18	GNAL
2775	chr16	GNAO1
2776	chr9	GNAQ
2777	chr2	GNAQP1
2778	chr20	GNAS
2779	chr3	GNAT1
2780	chr1	GNAT2
